4.83397741680151	-0.000724637681159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.000724637681159	0.406939728571786	-0.203107545445313	0	-0.203107545445313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-0.203107545445313	0.203263206850625	-0.000155661405311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.000155661405311	1.02000367628233	0	0	-0.406211790703437	0	0	0	0	-0.613636224173585	0	0	0	0	0	0	0	0	0	0
0	-0.203107545445313	0	0	0.203263206850625	-0.000155661405311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.000155661405311	1.02000367628233	0	0	0	0	0	0	0	0	-0.613636224173585	0	0	-0.406211790703437	0	0	0	0
0	0	0	-0.406211790703437	0	0	0.40652312320655	-0.000311332503113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	-0.000311332503113	0.613947556676699	-0.613636224173585	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-0.613636224173585	0.613981051759792	-0.000344827586207	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	-0.000344827586207	2.94498558141424	-2.94464075382803	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	-2.94464075382803	2.94758193029862	0	0	0	0	0	0	0	0	0	0	0
0	0	0	-0.613636224173585	0	0	0	0	0	0	0	0.613981051759792	-0.000344827586207	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	-0.000344827586207	1.85977212397892	-1.85942729639271	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	-1.85942729639271	1.86121301067843	0	0	0	0	0	0	0	0
0	0	0	0	0	-0.613636224173585	0	0	0	0	0	0	0	0	0.613981051759792	-0.000344827586207	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000344827586207	0.958290991011822	-0.957946163425615	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.957946163425615	0.961517591997044	0	0	0	0	0
0	0	0	0	0	-0.406211790703437	0	0	0	0	0	0	0	0	0	0	0	0.40652312320655	-0.000311332503113	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000311332503113	0.613947556676699	-0.613636224173585	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.613636224173585	0.613981051759792	-0.000344827586207	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000344827586207	1.03811983796396	-1.03777501037775
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.03777501037775	1.0416211642239

-13.7868827364991	12.2684740918378	-6.47728430606317	6.47728430606317	-6.36572759574173	6.36572759574173	-1.94466664285411	1.94466664285411	-2.25398913478404	2.25398913478404	-2.29706747002505	-4.1846518886008	4.1846518886008	-3.87559497604688	-3.96057307044439	3.96057307044439	-3.91564416158886	-1.80271669003265	1.80271669003265	-2.31076327461314	2.31076327461314	-2.26730768524601
